0,status,1,BODYGUARD,ALIVE,kenzi
0,status,2,SEER,ALIVE,hello_wolf
0,status,3,WEREWOLF,ALIVE,Dummy_01
0,status,4,VILLAGER,ALIVE,Tomato
0,status,5,VILLAGER,ALIVE,Dummy_03
0,status,6,POSSESSED,ALIVE,Udon
0,status,7,VILLAGER,ALIVE,Dummy_02
0,status,8,VILLAGER,ALIVE,fisherman
0,status,9,VILLAGER,ALIVE,takeda
0,status,10,MEDIUM,ALIVE,GO1DeNO
0,status,11,VILLAGER,ALIVE,wasabi
0,status,12,VILLAGER,ALIVE,fanfan
0,status,13,VILLAGER,ALIVE,calups
0,status,14,WEREWOLF,ALIVE,sonoda
0,status,15,WEREWOLF,ALIVE,cantar
0,whisper,0,0,14,Skip
0,whisper,1,0,3,COMINGOUT Agent[03] SEER
0,whisper,2,0,15,COMINGOUT Agent[15] SEER
0,whisper,3,1,3,COMINGOUT Agent[03] VILLAGER
0,whisper,4,1,14,Skip
0,whisper,5,1,15,COMINGOUT Agent[15] SEER
0,whisper,6,2,14,Over
0,whisper,7,2,3,Skip
0,whisper,8,2,15,COMINGOUT Agent[15] SEER
0,whisper,9,3,3,Skip
0,whisper,10,3,15,COMINGOUT Agent[15] SEER
0,whisper,11,3,14,Over
0,whisper,12,4,3,Over
0,whisper,13,4,14,Over
0,whisper,14,4,15,COMINGOUT Agent[15] SEER
0,whisper,15,5,15,COMINGOUT Agent[15] SEER
0,whisper,16,5,3,Over
0,whisper,17,5,14,Over
0,whisper,18,6,3,Over
0,whisper,19,6,15,COMINGOUT Agent[15] SEER
0,whisper,20,6,14,Over
0,whisper,21,7,14,Over
0,whisper,22,7,3,Over
0,whisper,23,7,15,COMINGOUT Agent[15] SEER
0,whisper,24,8,14,Over
0,whisper,25,8,15,COMINGOUT Agent[15] SEER
0,whisper,26,8,3,Over
0,whisper,27,9,3,Over
0,whisper,28,9,15,COMINGOUT Agent[15] SEER
0,whisper,29,9,14,Over
0,whisper,30,10,15,Over
0,whisper,31,10,3,Over
0,whisper,32,10,14,Over
0,divine,2,6,HUMAN
1,status,1,BODYGUARD,ALIVE,kenzi
1,status,2,SEER,ALIVE,hello_wolf
1,status,3,WEREWOLF,ALIVE,Dummy_01
1,status,4,VILLAGER,ALIVE,Tomato
1,status,5,VILLAGER,ALIVE,Dummy_03
1,status,6,POSSESSED,ALIVE,Udon
1,status,7,VILLAGER,ALIVE,Dummy_02
1,status,8,VILLAGER,ALIVE,fisherman
1,status,9,VILLAGER,ALIVE,takeda
1,status,10,MEDIUM,ALIVE,GO1DeNO
1,status,11,VILLAGER,ALIVE,wasabi
1,status,12,VILLAGER,ALIVE,fanfan
1,status,13,VILLAGER,ALIVE,calups
1,status,14,WEREWOLF,ALIVE,sonoda
1,status,15,WEREWOLF,ALIVE,cantar
1,talk,0,0,2,COMINGOUT Agent[02] SEER
1,talk,1,0,5,Skip
1,talk,2,0,14,VOTE Agent[01]
1,talk,3,0,9,VOTE Agent[10]
1,talk,4,0,1,DIVINATION Agent[11]
1,talk,5,0,8,ESTIMATE Agent[11] WEREWOLF
1,talk,6,0,4,VOTE Agent[10]
1,talk,7,0,10,VOTE Agent[01]
1,talk,8,0,13,Skip
1,talk,9,0,11,Skip
1,talk,10,0,3,Skip
1,talk,11,0,7,Skip
1,talk,12,0,12,VOTE Agent[06]
1,talk,13,0,15,COMINGOUT Agent[15] SEER
1,talk,14,0,6,COMINGOUT Agent[06] SEER
1,talk,15,1,4,VOTE Agent[01]
1,talk,16,1,3,Skip
1,talk,17,1,9,VOTE Agent[15]
1,talk,18,1,14,VOTE Agent[06]
1,talk,19,1,7,Skip
1,talk,20,1,15,COMINGOUT Agent[15] SEER
1,talk,21,1,2,DIVINED Agent[06] HUMAN
1,talk,22,1,11,ESTIMATE Agent[10] VILLAGER
1,talk,23,1,10,VOTE Agent[15]
1,talk,24,1,13,Skip
1,talk,25,1,8,ESTIMATE Agent[09] WEREWOLF
1,talk,26,1,1,Skip
1,talk,27,1,5,Skip
1,talk,28,1,6,DIVINED Agent[11] HUMAN
1,talk,29,1,12,VOTE Agent[10]
1,talk,30,2,14,VOTE Agent[02]
1,talk,31,2,9,Skip
1,talk,32,2,4,Skip
1,talk,33,2,12,VOTE Agent[15]
1,talk,34,2,5,AND (VOTE Agent[08]) (REQUEST ANY (VOTE Agent[08]))
1,talk,35,2,13,Over
1,talk,36,2,10,Skip
1,talk,37,2,1,Skip
1,talk,38,2,6,VOTE Agent[11]
1,talk,39,2,15,COMINGOUT Agent[15] SEER
1,talk,40,2,7,AND (VOTE Agent[03]) (REQUEST ANY (VOTE Agent[03]))
1,talk,41,2,3,AND (VOTE Agent[13]) (REQUEST ANY (VOTE Agent[13]))
1,talk,42,2,8,ESTIMATE Agent[10] WEREWOLF
1,talk,43,2,11,ESTIMATE Agent[13] VILLAGER
1,talk,44,2,2,VOTE Agent[15]
1,talk,45,3,4,VOTE Agent[15]
1,talk,46,3,1,Over
1,talk,47,3,15,COMINGOUT Agent[15] SEER
1,talk,48,3,9,Skip
1,talk,49,3,8,VOTE Agent[05]
1,talk,50,3,10,Skip
1,talk,51,3,6,Over
1,talk,52,3,11,VOTE Agent[12]
1,talk,53,3,14,Skip
1,talk,54,3,5,AND (VOTE Agent[03]) (REQUEST ANY (VOTE Agent[03]))
1,talk,55,3,13,Over
1,talk,56,3,12,Skip
1,talk,57,3,7,AND (VOTE Agent[08]) (REQUEST ANY (VOTE Agent[08]))
1,talk,58,3,3,Skip
1,talk,59,3,2,VOTE Agent[15]
1,talk,60,4,14,Skip
1,talk,61,4,5,AND (VOTE Agent[13]) (REQUEST ANY (VOTE Agent[13]))
1,talk,62,4,15,COMINGOUT Agent[15] SEER
1,talk,63,4,1,VOTED Agent[08]
1,talk,64,4,7,AND (VOTE Agent[13]) (REQUEST ANY (VOTE Agent[13]))
1,talk,65,4,3,Skip
1,talk,66,4,6,Over
1,talk,67,4,13,Over
1,talk,68,4,12,Skip
1,talk,69,4,8,Skip
1,talk,70,4,10,Over
1,talk,71,4,11,VOTE Agent[10]
1,talk,72,4,4,Skip
1,talk,73,4,9,Over
1,talk,74,4,2,Skip
1,talk,75,5,6,Over
1,talk,76,5,12,Over
1,talk,77,5,10,Over
1,talk,78,5,8,Skip
1,talk,79,5,2,Skip
1,talk,80,5,13,OR (VOTE Agent[01]) (VOTE Agent[03]) (VOTE Agent[04]) (VOTE Agent[05]) (VOTE Agent[07]) (VOTE Agent[08]) (VOTE Agent[09]) (VOTE Agent[10]) (VOTE Agent[12]) (VOTE Agent[14]) 
1,talk,81,5,7,Skip
1,talk,82,5,14,Over
1,talk,83,5,1,Agent[12] DIVINED Agent[07] HUMAN
1,talk,84,5,11,VOTE Agent[01]
1,talk,85,5,4,Skip
1,talk,86,5,5,Skip
1,talk,87,5,9,Over
1,talk,88,5,3,Over
1,talk,89,5,15,COMINGOUT Agent[15] SEER
1,talk,90,6,10,Over
1,talk,91,6,6,Over
1,talk,92,6,9,Over
1,talk,93,6,11,ESTIMATE Agent[03] VILLAGER
1,talk,94,6,13,Over
1,talk,95,6,7,Skip
1,talk,96,6,1,Skip
1,talk,97,6,8,Over
1,talk,98,6,14,Over
1,talk,99,6,15,COMINGOUT Agent[15] SEER
1,talk,100,6,12,Over
1,talk,101,6,3,Over
1,talk,102,6,2,Over
1,talk,103,6,4,Over
1,talk,104,6,5,Skip
1,talk,105,7,11,ESTIMATE Agent[09] VILLAGER
1,talk,106,7,3,Over
1,talk,107,7,4,Over
1,talk,108,7,2,Over
1,talk,109,7,10,Over
1,talk,110,7,1,DISAGREE TALK day1 ID:78
1,talk,111,7,7,Over
1,talk,112,7,8,Over
1,talk,113,7,12,Over
1,talk,114,7,6,Over
1,talk,115,7,9,Over
1,talk,116,7,14,Over
1,talk,117,7,13,Over
1,talk,118,7,15,COMINGOUT Agent[15] SEER
1,talk,119,7,5,Over
1,talk,120,8,2,Over
1,talk,121,8,3,Over
1,talk,122,8,14,Over
1,talk,123,8,11,Skip
1,talk,124,8,1,DIVINATION Agent[12]
1,talk,125,8,6,Over
1,talk,126,8,4,Over
1,talk,127,8,10,Over
1,talk,128,8,9,Over
1,talk,129,8,7,Over
1,talk,130,8,15,COMINGOUT Agent[15] SEER
1,talk,131,8,5,Over
1,talk,132,8,12,Over
1,talk,133,8,13,Over
1,talk,134,8,8,Over
1,talk,135,9,5,Over
1,talk,136,9,7,Over
1,talk,137,9,13,Over
1,talk,138,9,1,Skip
1,talk,139,9,6,Over
1,talk,140,9,4,Over
1,talk,141,9,3,Over
1,talk,142,9,11,Over
1,talk,143,9,12,Over
1,talk,144,9,2,Over
1,talk,145,9,8,Over
1,talk,146,9,10,Over
1,talk,147,9,9,Over
1,talk,148,9,15,COMINGOUT Agent[15] SEER
1,talk,149,9,14,Over
1,talk,150,10,8,Over
1,talk,151,10,15,Over
1,talk,152,10,10,Over
1,talk,153,10,12,Over
1,talk,154,10,13,Over
1,talk,155,10,5,Over
1,talk,156,10,11,Over
1,talk,157,10,2,Over
1,talk,158,10,6,Over
1,talk,159,10,4,Over
1,talk,160,10,3,Over
1,talk,161,10,1,IDENTIFIED Agent[11] WEREWOLF
1,talk,162,10,9,Over
1,talk,163,10,7,Over
