0,status,1,WEREWOLF,ALIVE,m_cre
0,status,2,VILLAGER,ALIVE,carlo
0,status,3,VILLAGER,ALIVE,AITKN
0,status,4,VILLAGER,ALIVE,Dummy13_09
0,status,5,VILLAGER,ALIVE,daisyo
0,status,6,SEER,ALIVE,tori
0,status,7,WEREWOLF,ALIVE,Dummy13_11
0,status,8,BODYGUARD,ALIVE,Dummy13_07
0,status,9,POSSESSED,ALIVE,wasabi
0,status,10,VILLAGER,ALIVE,TOT
0,status,11,VILLAGER,ALIVE,Dummy13_08
0,status,12,MEDIUM,ALIVE,Dummy13_10
0,status,13,WEREWOLF,ALIVE,megumish
0,status,14,VILLAGER,ALIVE,cash
0,status,15,VILLAGER,ALIVE,JuN1Ro
0,whisper,0,0,13,COMINGOUT Agent[13] MEDIUM
0,whisper,1,0,7,COMINGOUT Agent[07] MEDIUM
0,whisper,2,0,1,COMINGOUT Agent[01] VILLAGER
0,whisper,3,1,13,ATTACK Agent[05]
0,whisper,4,1,1,Over
0,whisper,5,1,7,Skip
0,whisper,6,2,1,Over
0,whisper,7,2,7,COMINGOUT Agent[07] VILLAGER
0,whisper,8,2,13,Skip
0,whisper,9,3,7,COMINGOUT Agent[07] SEER
0,whisper,10,3,13,Skip
0,whisper,11,3,1,Over
0,whisper,12,4,7,DIVINED Agent[15] WEREWOLF
0,whisper,13,4,1,Over
0,whisper,14,4,13,Over
0,whisper,15,5,13,Over
0,whisper,16,5,1,Over
0,whisper,17,5,7,Skip
0,whisper,18,6,13,Over
0,whisper,19,6,7,Skip
0,whisper,20,6,1,Over
0,whisper,21,7,13,Over
0,whisper,22,7,1,Over
0,whisper,23,7,7,Over
0,divine,6,8,HUMAN
1,status,1,WEREWOLF,ALIVE,m_cre
1,status,2,VILLAGER,ALIVE,carlo
1,status,3,VILLAGER,ALIVE,AITKN
1,status,4,VILLAGER,ALIVE,Dummy13_09
1,status,5,VILLAGER,ALIVE,daisyo
1,status,6,SEER,ALIVE,tori
1,status,7,WEREWOLF,ALIVE,Dummy13_11
1,status,8,BODYGUARD,ALIVE,Dummy13_07
1,status,9,POSSESSED,ALIVE,wasabi
1,status,10,VILLAGER,ALIVE,TOT
1,status,11,VILLAGER,ALIVE,Dummy13_08
1,status,12,MEDIUM,ALIVE,Dummy13_10
1,status,13,WEREWOLF,ALIVE,megumish
1,status,14,VILLAGER,ALIVE,cash
1,status,15,VILLAGER,ALIVE,JuN1Ro
1,talk,0,0,1,VOTE Agent[14]
1,talk,1,0,9,COMINGOUT Agent[09] SEER
1,talk,2,0,15,VOTE Agent[13]
1,talk,3,0,5,REQUEST(COMINGOUT Agent[05] SEER)
1,talk,4,0,3,REQUEST(COMINGOUT Agent[03] SEER)
1,talk,5,0,7,VOTE Agent[15]
1,talk,6,0,8,VOTE Agent[07]
1,talk,7,0,6,VOTE Agent[11]
1,talk,8,0,4,VOTE Agent[12]
1,talk,9,0,12,VOTE Agent[11]
1,talk,10,0,10,VOTE Agent[15]
1,talk,11,0,2,VOTE Agent[01]
1,talk,12,0,11,VOTE Agent[09]
1,talk,13,0,13,ESTIMATE Agent[05] WEREWOLF
1,talk,14,0,14,DIVINED Agent[06] HUMAN
1,talk,15,1,8,ESTIMATE Agent[14] SEER
1,talk,16,1,6,COMINGOUT Agent[06] SEER
1,talk,17,1,5,VOTE Agent[11]
1,talk,18,1,9,DIVINED Agent[07] WEREWOLF
1,talk,19,1,4,ESTIMATE Agent[14] SEER
1,talk,20,1,3,REQUEST(COMINGOUT Agent[03] MEDIUM)
1,talk,21,1,13,VOTE Agent[05]
1,talk,22,1,10,REQUEST(VOTE Agent[15])
1,talk,23,1,14,Over
1,talk,24,1,12,ESTIMATE Agent[14] SEER
1,talk,25,1,15,VOTE Agent[14]
1,talk,26,1,11,ESTIMATE Agent[14] SEER
1,talk,27,1,2,Skip
1,talk,28,1,1,VOTE Agent[15]
1,talk,29,1,7,REQUEST(VOTE Agent[15])
1,talk,30,2,14,Over
1,talk,31,2,6,DIVINED Agent[08] HUMAN
1,talk,32,2,8,Skip
1,talk,33,2,3,Skip
1,talk,34,2,4,ESTIMATE Agent[07] WEREWOLF
1,talk,35,2,2,VOTE Agent[07]
1,talk,36,2,12,ESTIMATE Agent[07] WEREWOLF
1,talk,37,2,5,AGREE TALK day1 ID:24
1,talk,38,2,9,VOTE Agent[07]
1,talk,39,2,15,VOTE Agent[07]
1,talk,40,2,11,ESTIMATE Agent[07] WEREWOLF
1,talk,41,2,1,VOTE Agent[09]
1,talk,42,2,10,Skip
1,talk,43,2,7,COMINGOUT Agent[07] SEER
1,talk,44,2,13,Skip
1,talk,45,3,15,Over
1,talk,46,3,10,Skip
1,talk,47,3,1,Skip
1,talk,48,3,14,Over
1,talk,49,3,3,Skip
1,talk,50,3,11,REQUEST(Agent[14] DIVINATION Agent[07])
1,talk,51,3,4,REQUEST(Agent[14] DIVINATION Agent[07])
1,talk,52,3,7,DIVINED Agent[15] WEREWOLF
1,talk,53,3,2,VOTE Agent[01]
1,talk,54,3,13,Skip
1,talk,55,3,8,Skip
1,talk,56,3,12,REQUEST(Agent[14] DIVINATION Agent[07])
1,talk,57,3,9,VOTE Agent[01]
1,talk,58,3,6,ESTIMATE Agent[09] WEREWOLF
1,talk,59,3,5,AGREE TALK day1 ID:33
1,talk,60,4,7,Skip
1,talk,61,4,13,Over
1,talk,62,4,8,Over
1,talk,63,4,12,VOTE Agent[07]
1,talk,64,4,6,VOTE Agent[09]
1,talk,65,4,10,Over
1,talk,66,4,4,VOTE Agent[07]
1,talk,67,4,15,Over
1,talk,68,4,3,Over
1,talk,69,4,1,Skip
1,talk,70,4,5,AGREE TALK day1 ID:15
1,talk,71,4,9,Skip
1,talk,72,4,14,Over
1,talk,73,4,2,VOTE Agent[15]
1,talk,74,4,11,VOTE Agent[07]
1,talk,75,5,5,AGREE TALK day1 ID:44
1,talk,76,5,8,Over
1,talk,77,5,2,Skip
1,talk,78,5,13,Over
1,talk,79,5,11,Skip
1,talk,80,5,15,Over
1,talk,81,5,10,Over
1,talk,82,5,12,Skip
1,talk,83,5,14,Over
1,talk,84,5,1,Over
1,talk,85,5,6,Skip
1,talk,86,5,7,Skip
1,talk,87,5,9,ESTIMATE Agent[07] WEREWOLF
1,talk,88,5,3,Over
1,talk,89,5,4,Skip
1,talk,90,6,3,AGREE TALK day1 ID:87
1,talk,91,6,6,Skip
1,talk,92,6,8,Over
1,talk,93,6,13,Over
1,talk,94,6,2,Skip
1,talk,95,6,9,Skip
1,talk,96,6,11,Skip
1,talk,97,6,15,Over
1,talk,98,6,14,Over
1,talk,99,6,5,AGREE TALK day1 ID:79
1,talk,100,6,12,Skip
1,talk,101,6,4,Skip
1,talk,102,6,7,Over
1,talk,103,6,10,Over
1,talk,104,6,1,Over
1,talk,105,7,9,Skip
1,talk,106,7,14,Over
1,talk,107,7,15,Over
1,talk,108,7,6,Over
1,talk,109,7,2,Over
1,talk,110,7,3,REQUEST(DIVINATION Agent[05])
1,talk,111,7,5,AGREE TALK day1 ID:47
1,talk,112,7,12,Over
1,talk,113,7,7,Over
1,talk,114,7,13,Over
1,talk,115,7,8,Over
1,talk,116,7,11,Over
1,talk,117,7,4,Over
1,talk,118,7,1,Over
1,talk,119,7,10,Over
1,talk,120,8,1,Over
1,talk,121,8,7,Over
1,talk,122,8,6,Over
1,talk,123,8,14,Over
1,talk,124,8,8,Over
1,talk,125,8,2,Over
1,talk,126,8,15,Over
1,talk,127,8,5,AGREE TALK day1 ID:86
1,talk,128,8,13,Over
1,talk,129,8,10,Over
1,talk,130,8,4,Over
1,talk,131,8,3,Skip
1,talk,132,8,12,Over
1,talk,133,8,11,Over
1,talk,134,8,9,ESTIMATE Agent[02] VILLAGER
1,talk,135,9,4,Over
1,talk,136,9,7,Over
1,talk,137,9,12,Over
1,talk,138,9,10,Over
1,talk,139,9,11,Over
1,talk,140,9,9,ESTIMATE Agent[15] VILLAGER
1,talk,141,9,6,Over
1,talk,142,9,2,Over
1,talk,143,9,8,Over
1,talk,144,9,13,Over
1,talk,145,9,14,Over
1,talk,146,9,5,AGREE TALK day1 ID:31
1,talk,147,9,1,Over
1,talk,148,9,15,Over
1,talk,149,9,3,VOTE Agent[07]
1,talk,150,10,11,Over
1,talk,151,10,14,Over
1,talk,152,10,2,Over
1,talk,153,10,3,Skip
1,talk,154,10,10,Over
1,talk,155,10,1,Over
1,talk,156,10,9,Over
1,talk,157,10,12,Over
1,talk,158,10,7,Over
1,talk,159,10,8,Over
1,talk,160,10,15,Over
1,talk,161,10,4,Over
1,talk,162,10,5,Over
1,talk,163,10,6,Over
1,talk,164,10,13,Over
1,talk,165,11,14,Over
1,talk,166,11,13,Over
1,talk,167,11,2,Over
1,talk,168,11,5,Over
1,talk,169,11,10,Over
1,talk,170,11,4,Over
1,talk,171,11,9,Over
1,talk,172,11,8,Over
1,talk,173,11,3,Skip
1,talk,174,11,1,Over
1,talk,175,11,6,Over
1,talk,176,11,7,Over
1,talk,177,11,11,Over
1,talk,178,11,12,Over
1,talk,179,11,15,Over
1,talk,180,12,6,Over
1,talk,181,12,10,Over
1,talk,182,12,4,Over
1,talk,183,12,9,ESTIMATE Agent[04] VILLAGER
1,talk,184,12,13,Over
1,talk,185,12,14,Over
1,talk,186,12,15,ESTIMATE Agent[07] WEREWOLF
1,talk,187,12,12,Over
1,talk,188,12,3,Over
1,talk,189,12,5,Over
1,talk,190,12,7,Over
1,talk,191,12,8,Over
1,talk,192,12,1,Over
1,talk,193,12,2,Over
1,talk,194,12,11,Over
1,talk,195,13,8,Over
